,company,datePublished,author,headline,description,articleBosy,tags,url,articleBody
0,RI,2013-12-30T19:50:25+05:30,"{'@type': 'Person', 'name': 'webtech_news18'}",Aker may submit report in Apr on ONGC-RIL tie-up prospect,"In July, ONGC had inked a Memorandum of Understanding with RIL to explore the possibility of sharing the latter's infrastructural facility in the east coast. The MoU aims at working out the modalities for sharing of infrastructure, identifying additional requirements as well as firming up the commercial terms.",,"Aker Solutions, Business, Mukesh Ambani, ONGC, Reliance, Reliance Industries",https://www.moneycontrol.com//news/business/aker-may-submit-reportaprongc-ril-tie-up-prospect_1016134.html,"Aker Solutions, appointed by state-owned&amp;amp;nbsp;ONGC to explore possibility of sharing Reliance Industries Ltd (RIL) infrastructural facilities on East coast of the country, is expected to submit its report by April next year. Based on Aker's report, ONGC will decide whether to enter into an agreement with RIL or not and modalities if it decides to go with the Mukesh Ambani-led company, according to Ashok Varma, Executive Director (Asset Manager) Eastern Offshore Asset. &amp;quot;The agreement with RIL is valid for nine months. Aker is expected to give their report by April. After that we need to do the engineering of the entire thing we put up and float tenders,&amp;quot; Varma told PTI. &amp;quot;Within nine months we have to finish studies. We are on schedule. They will do the complete analysis of their (RIL) system, our system, quantities of gas and whether we can process our production there or not,&amp;quot; he said. Also Read: RIL, BP to give &amp;amp;#36;1.2 bn bank guarantee for higher gas price In July, ONGC had inked a Memorandum of Understanding with RIL to explore the possibility of sharing the latter's infrastructural facility in the east coast. The MoU aims at working out the modalities for sharing of infrastructure, identifying additional requirements as well as firming up the commercial terms. This shall not only minimise ONGC's initial Capex but also expedite its field development resulting in early monetisation of its deep water fields adjacent to the fields of RIL, ONGC had earlier said. Aker Solutions provides oilfield products, systems and services for customers in the oil and gas industry worldwide. &amp;quot;If everything is well then we will start working with them from 2017,&amp;quot; Varma added. ONGC has made nine gas discoveries in its KG block KG-DWN-98/2, which sits next to RIL's flagging KG-DWN-98/3 or KG-D6 block. The state-owned firm plans to club these finds with discoveries in another neighbouring block to begin gas production from 2016-17, ONGC had earlier said."
1,RI,error,error,error,error,,error,https://www.moneycontrol.com//news/stocks-views/reliance-industries-may-test-rs-1000-says-sukhani_1016022.html,error
2,RI,error,error,error,error,,error,https://www.moneycontrol.com//news/stocks-views/oilgas-space-looks-weak-gautam-shah_1015802.html,error
3,RI,2013-12-29T12:00:51+05:30,"{'@type': 'Person', 'name': 'webtech_news18'}","RIL, BP to give &amp;amp;#36;1.2 bn bank guarantee for higher gas price",Reliance Industries and its partners BP Plc of UK and Canada's Niko Resources may have to provide a maximum of USD 1.2 billion in bank guarantees over three years to get nearly double the rate for natural gas being produced from the main fields in KG-D6 block.,,"BP plc, Business, Canada, CCEA, D1&D3, Finance Ministry, KG-D6, Niko Resources, oil ministry, Reliance, Reliance Industries, UK",https://www.moneycontrol.com//news/business/ril-bp-to-give-3612-bn-bank-guarantee-for-higher-gas-price_1015617.html,"Reliance Industries&amp;amp;nbsp;and its partners BP Plc of UK and Canada's Niko Resources may have to provide a maximum of USD 1.2 billion in bank guarantees over three years to get nearly double the rate for natural gas being produced from the main fields in KG-D6 block.The Cabinet Committee on Economic Affairs (CCEA) had on December 20 decided to allow RIL to almost double the price of natural gas from April, 2014 provided the firm gave a bank guarantee to cover its liability if gas-hoarding charges are proved.The bank guarantee, which will be equivalent to the incremental revenue that RIL will get from the new gas price, will be encashed if it is proved that the company hoarded gas or deliberately suppressed production at the main Dhirubhai-1 and 3 (D1&amp;amp;amp;D3) fields in the eastern offshore KG-D6 block since 2010-11, sources said.Considering gas prices will rise from USD 4.2 per million British thermal unit to USD 8.2-8.4 after the Rangarajan pricing formula comes into effect from next fiscal, the bank guarantee - being the difference of current and new price - for every trillion cubic feet of gas production will come to USD 4 billion.Sources said the bank guarantee for the entire remaining recoverable gas reserves of about 0.75 Tcf in D1&amp;amp;amp;D3 fields comes to USD 3 billion. At current rate of production of about 8 million standard cubic meters per day, D1&amp;amp;amp;D3 will produce about 0.3 Tcf in the next three years - the time that may be needed to settle the issue of gas hoarding charges.The bank guarantee for 0.3 Tcf comes to USD 1.2 billion, they said. Of this, the share of RIL, which holds 60 per cent stake in KG-D6, will come to USD 60 million per quarter. BP has 30 per cent interest and the remaining 10 per cent is with Niko.D1&amp;amp;amp;D3, the first of the 19 discoveries in eastern offshore KG-D6 block that was put on production in April 2009, originally was estimated to hold 10.03 Tcf of reserves. But these were last year slashed to 2.9 Tcf based on production data for first three years when wells were shut one after another following water and sand sweeping inside along with sharp drop in reservoir pressure.Of the re-stated reserves of 2.9 Tcf, about 2.2 Tcf have already been produced in first four-and-half-years and balance of about 0.75 Tcf remains to be produced.Sources said the new rate will apply to all other fields in KG-D6 without any preconditions. The currently producing MA oil and gas as well as fields like R-Series and satellite discoveries that will come into production in 2016-17 will also get the new rates without any preconditions.The government, sources said, has already imposed a penalty of USD 1.78 billion on RIL and its partners for producing less-than-stated production targets during last three years. The bank guarantee is an addition to this.While RIL blames unseen geological complexities for production not matching the pre-stated targets for D1&amp;amp;amp;D3, the Petroleum Ministry and its technical arm DGH hold the company for not drilling the committed number of wells, resulting in output fall.With both sides not budging from their positions, the issue has been referred to arbitration which may take anywhere between 2 to 3 years to arrive at final verdict.Prodded by the Finance ministry, the Oil ministry had initially proposed to deny the new gas prices that will kick in from next fiscal till such time that RIL either made up for the shortfall in output during past three fiscals, or it is proved that the company was not responsible for production falling below targets.The issue had held up notification of the new gas pricing formula that will be applicable to all producers - public and private - and all forms of gas - conventional and unconventional forms like coal-bed methane and shale gas.As a way out, it was proposed that RIL and its partners BP and Niko be asked to give bank guarantees for the incremental revenue they will get till the hoarding issue is resolved through arbitration and validation by independent international experts.The government in June approved the Rangarajan formula for pricing of all domestically produced natural gas at an average of global gas hub rates and price at which India imports LNG (gas in liquid form).The rate in April 2014, when the new pricing is to be implemented, will be about USD 8.2 to 8.4 as against the current USD 4.2.Prices of natural gas, which is an input for manufacturing fertiliser and electricity generation, will be revised every quarter based on the average of the past four quarters, with a gap of one quarter."
4,RI,2013-12-29T11:41:56+05:30,"{'@type': 'Person', 'name': 'webtech_news18'}","Ambanis, Mittal, Tata, Sahara face tough 2013 in courts","If 2012 was the year of 2G scam, then 2013 would be recorded in the history of the apex court for coalgate case and CBI's clamour to attain autonomy and free itself from its political masters to investigate top bureaucrats.",,"Anil Ambani, Bharti Airtel, Business, India, Kumar Mangalam Birla, Mukesh Ambani, Naveen Jindal, Nokia, Novartis, Posco, Reliance, Sahara, Sahara One, Subrata Roy, Sunil Bharti Mittal, Supreme Court, Tatas, Vedanta Group",https://www.moneycontrol.com//news/business/ambanis-mittal-tata-sahara-face-tough-2013courts_1015613.html,"Corporate czars like Anil Ambani, Sunil Bharti Mittal and business houses including Tatas came under intense judicial scanner for scam-related cases in 2013 with Subrata Roy&amp;amp;nbsp;Sahara facing the toughest time in Supreme Court which restrained him from leaving India.Be it the witness box in trial courts or corridors of the Delhi High Court and the apex court, names of business tycoons like Mukesh Ambani, Kumar Mangalam Birla, Naveen Jindal and Ravi Ruia cropped up in controversial matters and cases which are under scrutiny in different judicial forums.The year also saw several multinational giants like Finish mobile maker Nokia rushing to the high court in a high stake tax dispute while UK-based Vedanta Group, Korean steel major Posco and Swiss pharma firm Novartis were engaged in Supreme Court on issues ranging from industrial pollution, licences and patent.The patent battle saw domestic pharmaceutical firms getting a major boost with the apex court dismissing the plea of Novartis for patent of a cancer drug Glivec, paving the way for Indian companies to manufacture cheap generic drugs.So was the case in the high court where US-pharma major Merck Sharp &amp;amp;amp; Dohme (MSD) failed to get any relief against Indian Pharma Glenmark which has come up with generic anti- diabetic medicines. An intra-court appeal against the order is pending before a larger bench.However, the year was tough for Sahara India Parivar as Roy was not only restrained from leaving India but he and his group firms were accused of taking the apex court &amp;quot;for ride&amp;quot; and &amp;quot;playing hide and seek&amp;quot; in the case relating to refund of Rs 20,000 crore to investors in which they are facing contempt proceedings.More trouble came when the apex court said that contempt proceedings can go ahead against Roy and his two employees for interfering with the investigation into the 2G spectrum case.The 2G spectrum scam also forced&amp;amp;nbsp;Bharti Cellular CMD Sunil Mittal, Essar Group promoter Ravi Ruia and&amp;amp;nbsp;Reliance ADAG chief Anil Ambani to rush to the apex court in the wake of special CBI court issuing them summonses to appear as accused and witnesses respectively.While Mittal and Ruia got a temporary relief from the apex court which stayed the proceedings against them in additional spectrum scam in which they have been summoned as an accused, Ambani failed to convince the court to give an order against the trial court directing him to appear as a witness in the 2G case involving former Telecom Minister A Raja and others, including three top executives of his group.A day after ADAG chief's testimony, his wife Tina Ambani also made her appearance in the Patiala house court and recorded her statement which was described as &amp;quot;better than her husband&amp;quot; in answering questions by special judge O P Saini.Government's controversial decision to hike the price of natural gas reached the Supreme Court which agreed to examine the issue raised by CPI MP Gurudas Dasgupta who filed a PIL accusing Petroleum Minister M Veerappa Moily of allegedly favouring Mukesh Ambani's Reliance Industries Ltd (RIL), which have been refuted by them.If 2012 was the year of 2G scam, then 2013 would be recorded in the history of the apex court for coalgate case and CBI's clamour to attain autonomy and free itself from its political masters to investigate top bureaucrats.The high voltage hearing in the coal scam saw the apex court taking strong exception to the interference into its probe by the then Law Minister Ashwani Kumar, who was forced to resign.CBI, which was termed as &amp;quot;caged parrot&amp;quot; by the apex court during the hearing in the coal scam, came out all guns blazing and named corporate bigwigs Naveen Jindal and Kumar Mangalam Birla in separate FIRs registered in connection with the case.The controversy surrounding former corporate lobbyist Niira Radia's tapped conversations was dealt by the apex court and after long hearing, it directed CBI to probe some key issues in which names of some big corporates, politicians, bureaucrats and journalists cropped up. Nokia, which, as per the Income Tax department, owes it Rs 21,153 crore as total tax liability (existing and anticipated), including penalty during a seven-year period from 2006-2013, had moved the court with its plea for lifting of stay on sale of the assets.The controversy surrounding the AirAsia deal reached the Delhi High Court after the apex court asked BJP leader Subramanian Swamy to approach the high court.The high court sought responses from Civil Aviation Ministry and DGCA on the plea which has sought a direction against grant of further approvals on the ground that the deal was contrary to the applicable FDI policy and DGCA guidelines.During the year, the functioning of UK-based multinational accounting firm PricewaterhouseCoopers (PwC) Pvt Ltd and its network audit firms in India came under judicial scrutiny with the apex court agreeing to hear a petition for a probe against them for allegedly indulging in financial irregularities and fudging of accounts.The court issued notice to Centre, RBI, Central Board of Direct Taxes (CBDT), the Institute of Chartered Accountants of India (ICAI), PwC and the audit firms sharing its brand name saying the issues raised in the petition need &amp;quot;examination&amp;quot;.In the issue of arbitration proceedings of dispute between Antrix Corporation, the commercial arm of ISRO, and Devas Multimedia regarding scrapping of 1,000 crore deal for scarce S-band spectrum, the apex court held that it can take place at International Court of Arbitration in London.The court had dismissed Antrix's plea which had contended that according to their agreement and tender conditions, the place of arbitration was Bangalore and sought seeking its direction for conducting arbitration proceeding in India."
5,RI,error,error,error,error,,error,https://www.moneycontrol.com//news/stocks-views/buy-ril-hold-bpcloil-india-iifls-prayesh-jain_1014397.html,error
6,RI,error,error,error,error,,error,https://www.moneycontrol.com//news/stocks-views/prayesh-jain-bullishreliance-industries_1014395.html,error
7,RI,error,error,error,error,,error,https://www.moneycontrol.com//news/stocks-views/nischal-maheshwari-positivereliance-industries_1012649.html,error
8,RI,2013-12-21T13:09:50+05:30,"{'@type': 'Person', 'name': 'webtech_news18'}",Adil Zainulbhai joins Reliance's Board as independent director,"Reliance Industries has informed regarding a press release dated December 20, 2013 titled",,Announcements,https://www.moneycontrol.com//news/announcements/adil-zainulbhai-joins-reliances-board-as-independent-director_1012314.html,"Reliance Industries Ltd has informed BSE regarding a Press Release dated December 20, 2013 titled &amp;quot;Adil Zainulbhai joins the Board as an Independent Director&amp;quot;.Source : BSE Read all announcements in Reliance"
9,RI,2013-12-20T22:20:39+05:30,"{'@type': 'Person', 'name': 'webtech_news18'}",Reliance Industries: Outcome of board meeting,"Reliance Industries at its meeting held on December 20, 2013 has approved  noted the appointment of an Independent Director Shri Adil Zainulbhai has been appointed as an Additional Director w.e.f. December 20, 2013 to hold office as an Independent Director.",,Announcements,https://www.moneycontrol.com//news/announcements/reliance-industries-outcomeboard-meeting_1012154.html,"Reliance Industries Ltd has informed BSE that the Board of Directors of the Company at its meeting held on December 20, 2013 has approved / noted the following:1. Appointment of an Independent Director:Shri Adil Zainulbhai has been appointed as an Additional Director w.e.f. December 20, 2013 to hold office as an Independent Director of the Company.Shri Adil Zainulbhai has also been appointed as a Member of the &lsquo;Audit Committee&rsquo; of the Board of Directors and Member and Chairman of the &lsquo;Nomination, Human Resources and Remuneration Committee&rsquo; of the Board of Directors of the Company.2. Conversion of Audit Firm:The Board of Directors noted the conversion of M/s. Deloitte Haskins &amp;amp; Sells, Chartered Accountants, one of the Auditors of the Company into a Limited Liability Partnership with the name &lsquo;Deloitte Haskins &amp;amp; Sells LLP&rsquo; under Section 58 of the Limited Liability Partnership Act, 2008.Source : BSE Read all announcements in Reliance"
