,company,datePublished,author,headline,description,articleBosy,tags,url,articleBody
0,RI,error,error,error,error,,error,https://www.moneycontrol.com//news/stocks-views/buy-india-cements-marico-reliance-industries-ashwani-gujral_8186361.html,error
1,RI,error,error,error,error,,error,https://www.moneycontrol.com//news/stocks-views/buy-hdil-bharat-electronics-infosys-ashwani-gujral_8185041.html,error
2,RI,error,error,error,error,,error,https://www.moneycontrol.com//news/stocks-views/buy-ril-coromandel-intl-gsfc-sell-sun-pharma-ashwani-gujral_8183521.html,error
3,RI,2016-12-29T12:10:02+05:30,"{'@type': 'Person', 'name': 'webtech_news18'}","Retailers take on online biggies, eye consolidation in 2017","Riding high on mergers and acquisitions, retail players made a strong comeback this year, taking online giants head-on in doling out deals and discounts, and the trend is likely to continue next year.",,"Aditya Birla Fashion & Retail, Ajio.com, Amazon, Babyoye, Bluerock eServices Private (BEPL), Business, demonetisation, Diana Retail, DLF, E-commerce, FirstCry.com, Flipkart, Future Retail, Izabel London, Kumar Rajagopalan, online retail, Pantaloons, PTI, Reliance Industries, reliance jio, Retail, Retailers Association of India, Scotch & Soda, Simon Carter, Snapdeal, Ted Baker",https://www.moneycontrol.com//news/business/retailers-takeonline-biggies-eye-consolidation2017_8178521.html,"Riding high on mergers and acquisitions, retail players made a strong comeback this year, taking online giants head-on in doling out deals and discounts, and the trend is likely to continue next year.However, the government's surprise move to demonetise high denomination notes last month made a huge dent in retailers' earnings, with sales falling by up to 70 per cent in early days.Going forward, retailers expect impact of cash recall to continue for a few more months into 2017, but hope to lure customers with new brands and offerings.After being hit hard by online retail last year, debates on e-commerce eating into the retail pie somewhat subsided this year, with heavyweights like Reliance, Mahindra and Future Group expanding their own online ventures to take on players like Amazon, Flipkart and Snapdeal.In May, Aditya Birla Fashion and Retail -- which had acquired Pantaloons a few years ago -- further expanded its kitty with addition of Forever 21. It bought the Indian operations from Diana Retail, promoted by DLF Brands for USD 26 million (around Rs 175.52 crore).In another interesting deal, Future Retail acquired online furniture seller FabFurnish.com from its owner, Bluerock eServices Private (BEPL).Besides, Mahindra Retail merged operations of Babyoye, which had both online and offline presence, with that of FirstCry.com -- one of the larger online players in the maternity and babycare space.&amp;quot;The next couple of years will see more consolidation and a much greater maturity of omni-channel retail and sustainable retailing practices,&amp;quot; Retailers Association of India (RAI) CEO Kumar Rajagopalan told PTI.The Mukesh Ambani-led Reliance Industries, which is making a significant push in telecom with Reliance Jio, also forayed into online retail with its fashion portal Ajio.com.However, gains made by retailers during the year came under pressure due to demonetisation.&amp;quot;Demonetisation of Rs 500 and Rs 1,000 notes had an immediate impact on retail, with sales of retailers seeing a plunge of up to 70 per cent in the first few days. Sales of large discretionary items like electronics too plunged.However, essential consumable goods by stores that accept cards/digital money saw an uptake,&amp;quot; Rajagopalan said.Giving outlook for the next year, Rajagopalan said impact of demonetisation will continue for the first few months of 2017.He, however, added that demonetisation served as a wake- up call for retailers that had not adopted modern retailing practices such as accounting every sale and accepting digital payments.&amp;quot;Demonetisation has opened up a host of opportunities for innovative partnerships between digital wallets and retailers to embrace digital technologies,&amp;quot; he said.2016 came as a delight for customers as foreign brands like Ted Baker, Scotch &amp;amp;amp; Soda, Izabel London and Simon Carter announced their entry into the Indian market."
4,RI,2016-12-29T09:15:32+05:30,"{'@type': 'Person', 'name': 'webtech_news18'}",Reliance Industries commissions new paraxylene plant at Jamnagar,"Reliance Industries has successfully commissioned the first phase of Para-xylene (PX) plant at Jamnagar, Gujarat.",,Announcements,https://www.moneycontrol.com//news/announcements/reliance-industries-commissions-new-paraxylene-plant-at-jamnagar_8177541.html,"Reliance Industries Ltd has informed BSE regarding a Press Release dated December 28, 2016 titled &amp;quot;Reliance Commissions New Paraxylene Plant at Jamnagar on Reliance Founder"
5,RI,2016-12-28T22:18:07+05:30,"{'@type': 'Person', 'name': 'webtech_news18'}",RIL commissions 1st phase of Paraxylene plant at Jamnagar,The plant with capacity of 2.2 million tons per annum is built with state-of-the-art crystallisation technology from BP which is highly energy efficient and environment friendly.,,"Business, Paraxylene, Reliance Industries, RIL",https://www.moneycontrol.com//news/business/ril-commissions-1st-phaseparaxylene-plant-at-jamnagar_8176521.html,"Reliance Industries today announced the commissioning of the first phase of its Paraxylene (PX) plant at Jamnagar, Gujarat. The plant with capacity of 2.2 million tons per annum is built with state-of-the-art crystallisation technology from BP which is highly energy efficient and environment friendly. &amp;quot;With the commissioning of this plant, RIL's PX capacity will more than double from 2.0 million tons to 4.2 million tons per annum,&amp;quot; a company statement said. On commissioning of entire PX capacity, Reliance will be the world's second largest PX producer with 9 per cent of global PX capacity and 11 per cent share of global production. The new PX capacity will add value to the output from refineries and improve the profitability of the Jamnagar complex. PX is the building block for the entire polyester chain. The new capacity will complete the integration within Reliance's polyester value chain, leading to improved margins and also strengthen its position in polyester industry globally. &amp;quot;Commissioning of the new PX plant marks beginning of the culmination of a series of projects including the refinery off-gas cracker, ethane import project and petcoke gasification. &amp;quot;These projects are part of the largest contemporary investment, in excess of Rs 100,000 crore, in refining and petrochemicals sector anywhere in the world,&amp;quot; said Mukesh Ambani, Chairman and Managing Director, RIL. The projects, he said, are on schedule and at an advanced stage of mechanical completion. &amp;quot;The new PX capacity takes us a step closer to being among the top 10 petrochemical players globally,&amp;quot; he added.Disclosure: RIL owns Network18 which publishes moneycontrol.com"
6,RI,error,error,error,error,,error,https://www.moneycontrol.com//news/stocks-views/buy-reliance-industries-tcs-maruti-suzuki-sudarshan-sukhani_8173381.html,error
7,RI,error,error,error,error,,error,https://www.moneycontrol.com//news/stocks-views/here-arefew-stock-ideassp-tulsian_8172141.html,error
8,RI,error,error,error,error,,error,https://www.moneycontrol.com//news/stocks-views/buy-century-textiles-maruti-ril-cesc-ashwani-gujral_8171941.html,error
9,RI,error,error,error,error,,error,https://www.moneycontrol.com//news/stocks-views/buy-ril-overweighttcs-hcl-tech-mindtree-sanjiv-bhasin_8169721.html,error
