,company,datePublished,author,headline,description,articleBosy,tags,url,articleBody
0,RI,2011-12-30T20:42:02+05:30,"{'@type': 'Person', 'name': 'webtech_news18'}",TCS pips Reliance to become India's most valuable firm,"Top software exporter Tata Consultancy Services surpassed Reliance Industries on the last trading day of the year to become the country's most-valuable firm, capping a gloomy year for shareholders of the energy major controlled by India's richest man Mukesh Ambani.",,"Business, Coal India, most-valuable firm, Mukesh Ambani, Oil & Natural Gas Corp, Reliance Industries, Tata Consultancy Services",https://www.moneycontrol.com//news/business/tcs-pips-reliance-to-become-indias-most-valuable-firm_642158.html,"Top software exporter Tata Consultancy Services surpassed Reliance Industries on the last trading day of the year to become the country's most-valuable firm, capping a gloomy year for shareholders of the energy major controlled by India's richest man Mukesh Ambani. Reliance, for long the darling of Indian investors, was briefly knocked off its four-year long perch as the country's most-valuable company in August -- first by state-run Coal India and then by Oil &amp;amp;amp; Natural Gas Corp -- before regaining it. TCS, part of the salt-to-software Tata conglomerate, is the first private-sector company to overtake Reliance in market value. Shares in Reliance, which owns the world's largest refinery complex, fell 2.7% on Friday to their lowest level since March 2009. The stock lost 34.5% in 2011, underperforming a 24.6% fall in the benchmark index. At Friday's close, Reliance was valued at about USD 42.7 billion, while TCS commanded a market value of USD 42.8 billion, despite its shares closing 0.4% lower. &amp;quot;This leadership game is becoming like a musical chair,&amp;quot; said Jagannadham Thunuguntla, head of research at SMC Global securities in New Delhi. &amp;quot;If the underperformance in Reliance shares continues, it will become difficult for them to regain the top position again.&amp;quot; Reliance's growth outlook has been marred by falling gas output from its huge KG D6 gas fields, off India's east coast, which has drawn criticism from the country's upstream regulator, investors and analysts. A USD 7.2 billion deal to sell a 30% stake in 23 oil and gas blocks to BP Plc struck earlier this year failed to impress shareholders, who are also looking for more clarity on the company's move to enter new areas such as retail and telecoms. &amp;quot;KG D6 has sort of become a drag,&amp;quot; Thunuguntla said. &amp;quot;And also, they have somehow got into a long-gestation trap in all their businesses -- be it oil and gas, retail or telecom.&amp;quot; &amp;quot;They are sitting on a huge cash pile and need to deploy it at the right place. Holding cash is again not good,&amp;quot; he said. TCS, which competes with companies such as Infosys Ltd and Wipro in providing software services to western clients, saw its share price jump nearly 12% in the December quarter, compared with a 6% drop in the benchmark index. TCS has shed 0.4% on the year. Global technology spending outlook remains uncertain with no easy fix seen to the euro zone sovereign debt crisis and concerns about the US economy, but a sharp fall in the Indian rupee helps these exporters who get most of their revenues in foreign currencies while bulk of their spends are in rupee."
1,RI,error,error,error,error,,error,https://www.moneycontrol.com//news/stocks-views/sp-tulsian`s-viewreliance-industries_642059.html,error
2,RI,error,error,error,error,,error,https://www.moneycontrol.com//news/stocks-views/reliance-industries-may-dip-to-rs-635640-levels-diwan_642037.html,error
3,RI,error,error,error,error,,error,https://www.moneycontrol.com//news/stocks-views/infosys-tcs-wipro-top-it-picks-for-2012-sukhani_642036.html,error
4,RI,error,error,error,error,,error,https://www.moneycontrol.com//news/stocks-views/reliance-industries-may-dip-further-to-rs-630-says-sukhani_642022.html,error
5,RI,2011-12-30T17:00:27+05:30,"{'@type': 'Person', 'name': 'webtech_news18'}",TCS overtakes RIL as country's most valued firm,"Billionaire Mukesh Ambani-led Reliance Industries today lost its position of the country's most valued company to the IT giant TCS, part of the salt-to-software conglomerate Tata group.",,"Business, IT, ONGC, Reliance, Tata Group, TCS",https://www.moneycontrol.com//news/business/tcs-overtakes-ril-as-countrys-most-valued-firm_641999.html,"Billionaire Mukesh Ambani-led Reliance Industries today lost its position of the country's most valued company to the IT giant TCS, part of the salt-to-software conglomerate Tata group.  As the share price of Reliance Industries Ltd (RIL) fell by 2.81% to a multi-year low of Rs 692.90 today, the company's market valuation slipped to Rs 2,26,886 crore -- a shade below Tata Consultancy Services' Rs 2,27,282 crore.  Consequently, RIL lost its long-held position (except for a brief period in August this year) of the country's largest company in terms of market valuation. In comparison to RIL's performance, TCS shares today ended with a modest loss of 0.35% at Rs 1161.25 and were earlier seen trading with a modest gain for most part of the trading session -- incidentally the last for 2011.  The performance of TCS stock was also a shade better than the barometer index Sensex, which fell by 0.57%. Earlier this month, RIL had also lost its position of the most influential stock in the Indian market to another IT giant Infosys.  RIL had been briefly dethroned from its position of the country's most valued company twice in August -- first to Coal India Ltd and then to another state-run firm ONGC. RIL's market value slipped below that of TCS for the first time at around 2 pm this afternoon and the country's biggest software exporter managed to retain the lead at the end of the trading session.  RIL has been among the best stocks to own in India for many years, but it continued to under-perform the overall market for most part of 2011, which has as such turned out to be a bad year for the stocks."
6,RI,error,error,error,error,,error,https://www.moneycontrol.com//news/stocks-views/ril-ongc-tata-steel-hindalco-top-picks-for-2012-sukhani_642017.html,error
7,RI,error,error,error,error,,error,https://www.moneycontrol.com//news/stocks-views/sbibest-betbanking-space-says-paul_641848.html,error
8,RI,2011-12-30T11:21:43+05:30,"{'@type': 'Person', 'name': 'webtech_news18'}","Cummins India remains top pick for 2012, says Dilip Bhat","Cummins India remains top pick for 2012, says Dilip Bhat, Joint MD, Prabhudas Lilladher.",,"Cummins India, Dilip Bhat, Joint MD, Prabhudas Lilladher, RIL, Stocks Views",https://www.moneycontrol.com//news/stocks-views/cummins-india-remains-top-pick-for-2012-says-dilip-bhat_641862.html,"Cummins India remains top pick for 2012, says Dilip Bhat, Joint MD, Prabhudas Lilladher. Bhat told CNBC-TV18, "
9,RI,error,error,error,error,,error,https://www.moneycontrol.com//news/stocks-views/ril-likely-to-traders-700800-range-sp-tulsian_641504.html,error
10,RI,error,error,error,error,,error,https://www.moneycontrol.com//news/stocks-views/buy-reliance-industries-jan-740-put-around-rs-28-sharma_641214.html,error
